Species	A-0-2	A-0-3	A-0-4	A-0-5	A-3-2	A-3-3	A-3-4	A-3-5	A-4-2	A-4-3	A-4-4	A-4-5	A-5-2	A-5-3	A-5-4	A-5-5	A-6-2	A-6-3	A-6-4	A-6-5	B-0-1	B-0-2	B-0-3	B-0-5	B-3-1	B-3-2	B-3-3	B-3-5	B-4-1	B-4-2	B-4-3	B-4-5	B-5-1	B-5-2	B-5-3	B-5-5	B-6-1	B-6-2	B-6-3	B-6-5
species340	0.011168088	0.018402042	0.016504779	0.012761078	0.013061133	0.027703323	0.026134553	0.022431817	0.043152382	0.024173681	0.016127441	0.011830796	0.037485016	0.027413038	0.052200469	0.057516385	0.033435663	0.078476842	0.035514734	0.025720722	0.040886839	0.023982932	0.011326849	0.012231625	0.025165783	0.016317775	0.025963211	0.031787766	0.029312015	0.018607666	0.009370685	0.023251249	0.009370685	0.035560484	0.025053012	0.020096191	0.034997297	0.015107415	0.01758764	0.013144706
species341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007407407	0.003703704	0	0	0	0	0	0	0	0
species342	0	0.004854369	0	0.002427184	0.01998427	0.009673516	0.027187902	0.016605892	0.017338767	0.029929043	0.016605892	0.01623991	0.010582011	0.012790877	0.021164021	0.018518519	0.029929043	0	0.002645503	0.011586143	0	0.002427184	0	0	0.015968654	0.025789833	0.015873016	0.002645503	0.0183002	0.007936508	0.01998427	0.014231646	0.013227513	0.005291005	0.014693265	0.005291005	0.00894064	0.003649635	0.002645503	0
species343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species344	0	0	0	0	0.012325236	0.010356732	0.010356732	0.00705626	0.00427	0.009205984	0.007722244	0.007722244	0.013475984	0.01726122	0.004602992	0.006571496	0.002301496	0.004602992	0.004602992	0.014778504	0	0	0	0	0.008207008	0.00575374	0.006571496	0.005420748	0.003452244	0.003452244	0.011174488	0.012325236	0.009205984	0.009690748	0.008055236	0.008872992	0.006571496	0.00575374	0.003452244	0.004602992
species345	0	0.002380952	0.009549411	0.007168459	0.004761905	0.014285714	0.016666667	0.019047619	0.015488991	0.028571429	0.007142857	0.004761905	0.021428571	0.00952381	0.011904762	0.00952381	0.020250896	0	0.019073221	0	0.009549411	0.005965182	0	0.011930364	0.007142857	0.007142857	0.004761905	0.00952381	0.007142857	0.007142857	0.004761905	0.007142857	0.002380952	0.00952381	0.00952381	0.011904762	0.007142857	0.004761905	0.007142857	0.004761905
species346	0.011695906	0.005847953	0	0	0	0	0.018075448	0	0	0	0.00743715	0	0.007782101	0.003546099	0.003891051	0.003891051	0.003546099	0.003891051	0	0	0	0	0	0	0	0	0	0.003891051	0.007782101	0.003891051	0.015219251	0.003546099	0.010983249	0	0.003891051	0.007092199	0	0	0.003891051	0.00743715
species347	0	0	0	0	0	0	0	0	0.002949853	0	0	0	0	0	0	0	0	0.002949853	0	0	0	0	0	0	0	0	0	0.01179941	0	0	0	0	0	0	0	0	0	0	0	0
species348	0	0	0	0	0	0	0.002645503	0	0	0.010582011	0.002645503	0.005291005	0	0	0.002645503	0	0.005291005	0	0	0	0	0	0	0	0	0	0.005291005	0	0.010582011	0.005291005	0.007936508	0.010582011	0.002645503	0.002645503	0.002645503	0.002645503	0	0.002645503	0.002645503	0.002645503
species349	0.003522915	0.007279528	0.018915265	0.006957672	0.033067227	0.023464052	0.030376807	0.028039216	0.014444444	0.025343137	0.025656566	0.018464052	0.035930807	0.015	0.033117803	0.022908497	0.028496791	0.012222222	0.018246726	0.015468948	0.019880913	0.010612862	0.008068783	0.00907847	0.020400443	0.010555556	0.014444444	0.012222222	0.016877529	0.008201058	0.017009804	0.007777778	0.006666667	0.013333333	0.012645503	0.002222222	0.007777778	0.008333333	0.017908497	0.004444444
species350	0.008133304	0.021526419	0.009784736	0.011741683	0	0.001956947	0.001956947	0.010752688	0	0	0.003913894	0	0.001956947	0	0	0.001956947	0	0.001956947	0	0.003913894	0.015961092	0.015655577	0.007827789	0.029659722	0.001956947	0.001956947	0.001956947	0.001956947	0.003913894	0.005870841	0.001956947	0.003913894	0	0.004219409	0.001956947	0	0.001956947	0	0	0
species351	0	0	0	0	0	0	0	0	0	0	0.004694836	0	0	0	0	0.004694836	0	0	0	0	0	0	0.009389671	0.004694836	0	0	0	0	0	0	0	0	0	0	0	0.009389671	0.004694836	0.004694836	0	0
species352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002624672	0.01312336	0.002624672
species353	0.01532567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003831418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species354	0	0	0	0	0.003816794	0	0.015267176	0.003816794	0	0.007633588	0	0	0	0	0.011450382	0	0	0	0.003816794	0	0	0	0	0	0	0	0.003816794	0	0.003816794	0.003816794	0	0	0	0	0	0	0	0	0	0
species355	0.012317005	0.025310852	0.014217342	0.005208333	0	0.004651163	0.004651163	0.002604167	0.002590674	0.011892999	0.005208333	0	0.018703821	0.007799007	0.018604651	0.007255329	0.00983251	0.002604167	0	0.004651163	0.018229167	0.0078125	0.015625	0.017525338	0.007108671	0	0.002604167	0.003676471	0.002604167	0.005208333	0.004504505	0.005181347	0.011759834	0.007095178	0.005208333	0.002604167	0.004504505	0	0.005208333	0.002604167
species356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species357	0	0	0	0	0.00245098	0	0.00245098	0	0.004901961	0.004901961	0	0	0	0	0.00245098	0	0.00245098	0	0.004901961	0.004901961	0	0	0	0	0.004901961	0	0	0	0	0.004901961	0.004901961	0.00245098	0.004901961	0.00245098	0.007352941	0.00245098	0.00245098	0.007352941	0.019607843	0.007352941
species358	0	0.006410256	0.003205128	0.003205128	0.022435897	0.016025641	0.032051282	0.028846154	0.022435897	0.025641026	0.009615385	0.006410256	0	0.019230769	0.028846154	0.025641026	0.012820513	0.03525641	0.012820513	0.006410256	0.012820513	0.022435897	0	0.006410256	0	0.006410256	0.012820513	0.022435897	0	0.009615385	0.006410256	0.006410256	0.006410256	0.009615385	0.009615385	0.003205128	0.009615385	0.009615385	0.006410256	0.009615385
species359	0.003676471	0.007352941	0	0.011029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003676471	0.003676471	0.003676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species360	0	0	0	0	0.0078125	0.009518678	0.007407407	0.020833333	0.0078125	0.005208333	0	0	0.016264978	0.005208333	0.015625	0.002604167	0.011488971	0.009518678	0.013633578	0	0	0.004545455	0	0	0.014093137	0.0078125	0.005208333	0.005208333	0.008884804	0.002604167	0.015625	0.002604167	0.005208333	0.005208333	0.005208333	0.005208333	0	0.005208333	0.005208333	0.002604167
species361	0.003408316	0.004771643	0.001363327	0.000681663	0.010224949	0.014314928	0.025903204	0.021788285	0.01632251	0.014996592	0.023139142	0.014984122	0.022469949	0.010894143	0.025184132	0.029943306	0.007485826	0.006816633	0.014984122	0.021775816	0.011588275	0.003408316	0.00408998	0.00408998	0.008861622	0.008179959	0.010894143	0.02040002	0.01428999	0.015628377	0.014302459	0.012926663	0.004771643	0.011588275	0.023820806	0.015653316	0.006816633	0.011563336	0.00408998	0.009543286
species362	0	0	0	0	0	0.003584229	0.003584229	0	0	0	0	0.003584229	0	0	0.003584229	0	0	0	0.003584229	0	0	0	0	0	0	0.003584229	0	0	0	0	0	0	0.003584229	0	0	0	0.007168459	0.003584229	0	0
species363	0	0	0	0	0.007537688	0.007537688	0.010050251	0	0	0	0.002512563	0.007537688	0	0	0.010050251	0.002512563	0.005025126	0	0	0.005025126	0	0	0	0	0	0	0	0.002512563	0	0	0	0.002512563	0.002512563	0	0	0.002512563	0	0.002512563	0	0
species364	0	0	0	0	0	0	0	0.003623188	0	0	0	0.017021277	0.025531915	0	0.020012334	0.007246377	0	0	0.007246377	0.004255319	0.003623188	0.003623188	0	0.003623188	0	0	0.007878508	0	0.007246377	0	0	0	0	0.003623188	0	0.003623188	0	0	0.003623188	0
species365	0.004284874	0.025630405	0.006574705	0.011172407	0.10829943	0.088836706	0.077096103	0.096024595	0.072172069	0.079039124	0.066161446	0.043967738	0.0746764	0.067345506	0.07756615	0.084739692	0.036127137	0.064319509	0.089557236	0.057002783	0.041619677	0.011593484	0.02017025	0.035413935	0.057584261	0.028805153	0.060626035	0.098965153	0.047566836	0.040854469	0.074519952	0.048317767	0.054361384	0.022711337	0.053309488	0.063965169	0.030596391	0.023098338	0.02697659	0.031987932
species366	0.008735588	0	0.012003561	0.002785515	0.003831418	0.005747126	0.001915709	0.003831418	0	0.001915709	0	0	0	0	0	0	0	0	0	0.001915709	0.021704066	0.008244823	0.011133755	0	0.001915709	0	0	0	0.002785515	0	0.004701224	0	0.002785515	0.003831418	0	0	0	0	0.002785515	0
species367	0.075474229	0.104523573	0.08179176	0.070044523	0.017367446	0.010578748	0.013680075	0.003927068	0.010778142	0.014841941	0.026981003	0.012033017	0.007352941	0.006349206	0.009384233	0.013312517	0.018128108	0.019019606	0.010777599	0.013552741	0.043586785	0.058628856	0.031066964	0.049207957	0.021401118	0.006011322	0.013174569	0.00987627	0.008242681	0.013426714	0.0077205	0.021691799	0.017730406	0.01931225	0.009825067	0.01096662	0.00987627	0	0.00963483	0.009939938
species368	0	0.003875969	0.007751938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species369	0	0	0	0	0.006451613	0.004301075	0.004301075	0.004301075	0.012903226	0.021505376	0	0.002150538	0.006451613	0.004301075	0.002150538	0.002150538	0.004301075	0.004301075	0.004301075	0.002150538	0.010714286	0.003571429	0	0.003571429	0.002150538	0	0.004301075	0	0	0	0.002150538	0.004301075	0	0.002150538	0.002150538	0	0.002150538	0.004301075	0.002150538	0
species370	0	0.003992016	0.006460294	0.012448318	0.016667474	0.016667474	0.027346923	0.015968064	0.007984032	0.013972056	0.011976048	0.007984032	0.009382852	0.022655498	0.014671466	0.027944112	0.002695418	0.015968064	0.017366883	0.011976048	0.011976048	0.003992016	0.01045231	0.007984032	0.007984032	0.018436342	0.01045231	0.027944112	0.00998004	0.007984032	0.001996008	0.013972056	0.00998004	0.012078269	0.00998004	0.011976048	0.003992016	0.003992016	0	0.001996008
species371	0.023181084	0.024005911	0.013824449	0.024255078	0.008936703	0.001572327	0	0.005464481	0	0.005464481	0	0	0.004716981	0	0	0	0.001821494	0	0.003642987	0	0.01721827	0.011504622	0.005464481	0.007036808	0.001572327	0.001821494	0.003472222	0.001821494	0	0.001821494	0	0.01223816	0	0	0.004966148	0.001821494	0.001821494	0	0	0
species372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species373	0	0.002724796	0.002724796	0.010899183	0.026437484	0	0.003448276	0	0.003424658	0.002724796	0.016883344	0.052175105	0.013529541	0	0.006632989	0.003424658	0.006896552	0.003184713	0	0.006609371	0.002724796	0.005449591	0	0.008174387	0.003424658	0.002724796	0	0.006872933	0	0.016163511	0.005909509	0	0.006173072	0.013458686	0.003448276	0.013505923	0.003448276	0.010057647	0.003424658	0
species374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005617978	0.005617978	0	0.005617978
species375	0.005637617	0.01385117	0.002898551	0.007168459	0.004415555	0.004630708	0.003287511	0.012775406	0.00883111	0	0.002053388	0.015907327	0	0.001838235	0	0.015463918	0.01312553	0.015260484	0.00625379	0.007731959	0.030667906	0.01296556	0.005033505	0.020134019	0.008709975	0.001838235	0.004630708	0.012857705	0.00586483	0.006963981	0.009006694	0.005033505	0.00257732	0.009570194	0.01211862	0.004415555	0.001838235	0.009570194	0	0
species376	0	0	0	0.013256235	0.00896861	0	0	0	0	0	0	0	0.004484305	0	0	0	0	0	0	0	0.007408282	0.002923977	0	0.002923977	0	0	0	0	0	0	0	0	0	0	0.005847953	0.002923977	0	0.004484305	0	0
species377	0.073568233	0.090103837	0.071898469	0.095151413	0.01633859	0.020687661	0.017991783	0.014091673	0.011834901	0.007946183	0.021594405	0.017291977	0.032614885	0.033322658	0.03037871	0.018637161	0.035329201	0.01900763	0.026637771	0.031103692	0.082505266	0.062557573	0.052880114	0.070546086	0.044682193	0.025725517	0.013318886	0.020042244	0.019336967	0.011604956	0.016218863	0.011607972	0.028868267	0.034392607	0.026923867	0.027495598	0.015363876	0.030215488	0.011761253	0.019553352
species378	0.015932378	0.00511509	0.007672634	0.020460358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002557545	0	0.002557545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species379	0.006493506	0.012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007122722	0.011028854	0	0.003891051	0	0	0	0	0.007137804	0	0	0	0	0	0	0	0	0	0	0	0	0
species380	0	0	0	0	0	0	0	0	0	0.004065041	0	0	0	0	0	0	0	0	0.004065041	0	0	0	0	0	0	0	0	0	0.008130081	0	0.008130081	0	0	0	0	0.008130081	0	0.004065041	0.004065041	0
species381	0	0	0	0	0.004140787	0.002070393	0.00621118	0.002070393	0	0.002070393	0	0	0.002070393	0.008281573	0	0	0	0.004140787	0	0	0.002070393	0	0	0	0	0	0	0	0	0	0.002070393	0.004140787	0	0	0.002070393	0	0	0.002070393	0	0
species382	0.005602241	0.011127103	0.019607843	0.00280112	0.005899705	0.002949853	0.005899705	0.002949853	0.002949853	0.002949853	0.008849558	0	0.01179941	0.020648968	0.002949853	0.005899705	0	0	0	0.01179941	0.011049724	0	0.002762431	0.002762431	0.005899705	0.005899705	0	0.002949853	0.005899705	0.002949853	0	0	0.005899705	0	0	0.005899705	0.01179941	0.005899705	0.002949853	0.002949853
species383	0	0.015832831	0	0.011613422	0	0	0	0	0	0	0.00952381	0	0	0	0	0	0	0	0	0	0.004219409	0.015371763	0	0.014619883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species384	0.014941329	0.036939578	0.026019032	0.029636871	0	0	0	0	0	0	0	0	0	0	0.004984653	0	0	0	0	0	0.055944496	0.029931354	0.03443019	0.032023822	0	0	0	0.002808989	0	0	0	0.002222222	0	0	0	0	0.002762431	0	0	0
species385	0.003037206	0.009111617	0.007593014	0.006833713	0	0	0	0	0	0	0	0	0	0	0	0.000759301	0	0	0	0	0.016704632	0.007593014	0.004555809	0.006833713	0	0	0	0	0	0.000759301	0.000759301	0	0	0	0.000759301	0	0	0	0	0
species386	0.010683761	0.023519988	0.020896298	0.009440559	0.017150045	0.016827617	0.012293313	0.011544062	0.003174603	0	0.003030303	0.012409812	0.020014375	0.004273504	0.010056661	0.024525729	0.012920991	0.015295815	0.009290811	0.006060606	0.059262415	0.008547009	0	0.006654457	0.013203463	0.007026358	0	0.003968254	0	0.009235209	0.006349206	0.01031746	0.023548724	0.006088407	0.015368016	0.007936508	0.030952381	0.006349206	0.012149013	0.017677823
species387	0.006369427	0.006289308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009433962	0.006289308	0	0.003144654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species388	0	0	0	0	0.003164557	0	0	0	0	0	0	0	0	0.003164557	0	0	0	0	0	0	0	0	0	0	0	0.003164557	0.003164557	0.006329114	0.003164557	0.003164557	0.006329114	0	0.012658228	0	0	0	0	0	0	0
species389	0	0.00931677	0.01242236	0.00621118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00931677	0	0	0	0	0	0	0	0	0.00310559	0	0	0	0	0	0	0
species390	0.02695711	0.013721708	0.033734374	0.02790159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016231316	0.010593844	0.008605773	0.007952286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species391	0.002890173	0.002890173	0.014450867	0.005780347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011560694	0	0.002890173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species392	0.018612521	0.001692047	0.011844332	0.011844332	0	0	0	0	0	0	0.005076142	0.001692047	0	0.001692047	0	0.011844332	0.005076142	0.001692047	0.003384095	0	0.005076142	0.005076142	0.003384095	0.008460237	0	0	0.001692047	0	0	0.001692047	0.001692047	0	0	0.003384095	0.001692047	0	0.001692047	0.003384095	0.005076142	0.001692047
species393	0.007162994	0.010457516	0.009777373	0.002614379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007790041	0.003921569	0.015006131	0.011764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species394	0	0	0	0	0	0	0	0.005988024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species395	0.00589391	0.003929273	0.001964637	0.011787819	0	0	0	0.001964637	0	0	0	0	0	0	0	0	0	0	0	0	0.015717092	0.011787819	0.007858546	0.017681729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species396	0.020942408	0.010471204	0.005235602	0.013961606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015706806	0.001745201	0.001745201	0.008726003	0	0.001745201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species397	0	0	0.00243309	0	0.00973236	0.00486618	0.00973236	0.01216545	0.00973236	0.00243309	0.00243309	0.00729927	0.00973236	0	0.00729927	0.01459854	0.01459854	0.00729927	0.01703163	0.00486618	0	0	0	0	0.00973236	0.00729927	0.00729927	0.00973236	0.00973236	0.00486618	0.00486618	0.00973236	0.00486618	0.00243309	0.00486618	0.00243309	0.00243309	0.00486618	0.00486618	0.00243309
species398	0.003731343	0	0.003731343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003731343	0	0.003731343	0	0.003731343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species399	0	0	0	0	0.002012072	0.002012072	0	0.014333423	0	0	0.002012072	0	0	0.002012072	0	0.004024145	0.002012072	0	0	0	0.029005649	0.00804829	0.006036217	0.004024145	0.002012072	0	0	0.004024145	0.00804829	0	0	0.004024145	0	0	0	0	0	0	0	0
species400	0.003215434	0	0	0	0	0	0	0	0.006430868	0	0	0	0	0	0	0	0	0	0	0	0.003215434	0	0	0.003215434	0.003215434	0.003215434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species401	0	0	0	0	0	0.003246753	0	0	0	0.00974026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003246753	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016233766	0
species402	0.002881844	0.005763689	0.005763689	0.016527378	0	0.002881844	0	0	0.007881844	0	0	0.002881844	0.005763689	0	0.002881844	0	0	0	0	0	0.002881844	0.012881844	0.008645533	0.002881844	0.002881844	0	0.002881844	0.007881844	0	0	0	0	0.015763689	0.002881844	0	0.005	0	0	0	0.005763689
species403	0	0	0	0	0	0	0.006944444	0	0	0.003472222	0	0.006944444	0	0	0	0.010416667	0	0	0.006944444	0	0	0	0	0	0	0	0	0.003472222	0.003472222	0.003472222	0	0	0.006944444	0	0	0	0	0	0.003472222	0
species404	0	0	0	0.003787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001893939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species405	0	0	0	0	0	0.002016129	0	0	0	0	0	0	0.004032258	0	0	0.004032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002016129
species406	0	0	0	0	0	0.003623188	0	0	0	0	0	0	0	0	0.003623188	0	0.003623188	0	0.010869565	0	0	0	0	0	0.003623188	0	0	0.003623188	0	0	0	0	0.003623188	0.003623188	0.007246377	0	0.007246377	0.003623188	0	0
species407	0.002564103	0	0	0.002604167	0	0.005128205	0	0	0.002604167	0.0078125	0	0.005128205	0	0	0.002564103	0	0	0	0	0.005208333	0.024738118	0.002564103	0.005168269	0.013298351	0.013298351	0.00203252	0.005168269	0.002604167	0.005168269	0.004636687	0	0	0	0.00203252	0.004596623	0.002604167	0.002604167	0	0	0
species408	0.022522523	0.009009009	0.020583441	0.014869155	0	0.001501502	0.007361647	0.008863149	0.003003003	0	0.003003003	0	0	0.004504505	0.003003003	0.001501502	0.003003003	0	0.006006006	0.001501502	0.023878164	0.010510511	0.012012012	0.012012012	0.004358644	0	0.002857143	0.002857143	0	0.001501502	0.001501502	0.003003003	0.011574432	0.003003003	0.007215787	0.008571429	0.002857143	0.004504505	0.002857143	0.005714286
species409	0.030769231	0.023687424	0.016228216	0.017249417	0.002564103	0	0.005128205	0.005128205	0.008624709	0.006349206	0.002564103	0	0	0	0	0	0.002564103	0	0.012121212	0	0.037029637	0.008302808	0.010866911	0.026129426	0	0	0	0	0.002564103	0	0	0	0	0	0	0	0	0.005128205	0	0
species410	0.012077295	0.009661836	0.004830918	0.009661836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004830918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species411	0.003144654	0.009433962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018622008	0	0.003144654	0.003144654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species412	0	0.003533569	0	0.006440546	0.01167336	0.002409639	0.002409639	0.002409639	0.004819277	0.009638554	0.002409639	0	0.007228916	0	0.020271785	0.002409639	0	0.002409639	0.004819277	0	0.011795866	0.010600707	0.012254499	0.012254499	0.007228916	0	0.002906977	0.004819277	0	0.010762485	0.004819277	0.005943207	0.004819277	0.002409639	0	0	0	0.002409639	0.002409639	0
species413	0.012526096	0.012526096	0.018789144	0.010438413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002087683	0	0.002087683	0.004175365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species414	0.002747253	0.002747253	0	0.005494505	0	0	0	0	0	0	0	0.003663004	0	0.003663004	0.003663004	0	0	0	0.003663004	0	0.005494505	0.002747253	0.003663004	0.002747253	0	0	0	0	0	0	0	0.003663004	0	0	0	0	0	0.003663004	0	0
species415	0.005931198	0.014234875	0.021352313	0.010676157	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002372479	0	0	0.015421115	0.002372479	0.005931198	0.010676157	0	0	0	0	0	0	0.00118624	0	0	0	0	0	0	0	0	0
species416	0.018867925	0.014150943	0.004716981	0.011792453	0	0.002358491	0	0	0.002358491	0	0.009433962	0.002358491	0.002358491	0	0.002358491	0	0.004716981	0	0	0	0.007075472	0	0.004716981	0.016509434	0.002358491	0	0	0.002358491	0	0	0	0	0	0	0.002358491	0	0	0	0.002358491	0
species417	0.033859279	0.021887423	0.029263652	0.008666667	0.011220756	0	0	0.002638522	0.005277045	0	0	0.002638522	0.005277045	0.002638522	0.005277045	0.002638522	0.002638522	0	0.005277045	0.005277045	0.002	0.002638522	0	0.002638522	0.000666667	0	0.000666667	0	0.002638522	0.002638522	0.002638522	0	0.002638522	0.002638522	0	0.008582234	0	0.002638522	0.002638522	0.005277045
species418	0.006968641	0.003484321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021866673	0.007352941	0	0.003484321	0	0	0	0	0	0	0	0	0	0	0.003484321	0	0	0.003676471	0	0.003484321
species419	0.028612262	0.010844132	0.022551656	0.018052829	0.016143601	0.027659319	0.017457867	0.037412562	0.011635981	0.010723861	0.027453341	0.014494019	0.064796055	0.053060649	0.013121942	0.022105863	0.019198816	0.043999088	0.030077223	0.030728986	0.043270997	0.030552202	0.022551656	0.02533815	0.010738313	0.011424351	0.028181728	0.011409899	0.007774464	0.007760012	0.035439153	0.031647477	0.015802907	0.020138832	0.03511392	0.041601006	0.020167738	0.018143906	0.040695272	0.011933317
species420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species422	0.004807692	0.014423077	0.008012821	0.008012821	0.006410256	0.006410256	0.011301199	0.014423077	0.006797369	0.003205128	0.004849317	0.012956406	0.009709653	0	0.001602564	0.006410256	0.011259574	0	0.014464702	0	0.016025641	0.009615385	0.006410256	0.004807692	0.00965701	0.0125999	0.005844156	0.005802531	0.011406486	0.003246753	0.004849317	0.003205128	0.006504525	0.001602564	0.017805724	0.017899992	0.008148714	0.001602564	0.004849317	0.003205128
species423	0.003021148	0.007092199	0.006042296	0.006042296	0.016530715	0.001626016	0.004878049	0	0.006798132	0.008543038	0.008940847	0.0078125	0.00683435	0	0.031746032	0	0.004878049	0.001626016	0.013596264	0.004878049	0.017513902	0.005919699	0.012364349	0.009990749	0.014574414	0	0.003252033	0.010050164	0.009696683	0.003252033	0.008130081	0	0.001626016	0.003252033	0.012360264	0.008718215	0.010344231	0.004878049	0.001626016	0.003252033
species424	0.002293578	0.012810676	0.01146789	0.011859883	0	0	0	0	0	0.002293578	0	0	0	0	0	0	0	0	0	0	0.010517098	0.006880734	0.004587156	0	0	0	0	0	0	0	0	0	0	0.002293578	0	0	0	0	0	0
species425	1.290432479	1.349538877	1.548127068	1.313149318	0.105736928	0.048362903	0.161786431	0.099660486	0.123953846	0.08616869	0.123107335	0.060743656	0.103762461	0.121099146	0.10400391	0.171333183	0.088589309	0.083536235	0.135925681	0.112111429	1.691040088	0.802428401	0.759228017	0.923670766	0.074928092	0.063756622	0.047802229	0.057473486	0.057659226	0.101200898	0.041174356	0.035206968	0.071970301	0.054300414	0.081979222	0.034554323	0.061119954	0.069041185	0.034578541	0.037688339
species426	0.01703163	0.003546099	0.005979189	0	0	0.00243309	0	0	0	0	0	0	0	0	0.00243309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species427	0.024171607	0.025550928	0.044602688	0.02893475	0.029749645	0.018935814	0.043341446	0.019266458	0.035431463	0.026081817	0.038423739	0.030074881	0.045910995	0.043348682	0.062153282	0.020053476	0.032529442	0.046261519	0.055499336	0.040342413	0.041217935	0.032626357	0.040843222	0.040131872	0.027399257	0.041679311	0.025740702	0.036786339	0.030949421	0.021395782	0.021401191	0.025731714	0.04034066	0.035181757	0.040899454	0.012477718	0.016267425	0.030403698	0.016822638	0.030863727
species428	0	0	0	0	0	0.01010101	0	0	0	0	0.003367003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003367003
species429	0.017182131	0.006872852	0.003436426	0.007485009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014925373	0.004048583	0	0	0	0	0	0	0	0.003436426	0	0	0	0.003436426	0.003436426	0	0	0.006872852	0	0
